USER            PID   PPID     VSZ    RSS WCHAN            ADDR S NAME                       
root            236      2       0      0 0                   0 I [NPU_CNTL]
root            237      2       0      0 0                   0 I [NPU_DATA]
root            238      2       0      0 0                   0 I [NPU_CMD]
root            239      2       0      0 0                   0 I [NPU_DCI]
root            240      2       0      0 0                   0 I [NPU_DCI_CMD]
root            241      2       0      0 0                   0 I [DIAG_RPMSG_APPS]
root            242      2       0      0 0                   0 I [DIAG_RPMSG_APPS]
root            243      2       0      0 0                   0 I [DIAG_RPMSG_DIAG]
root            244      2       0      0 0                   0 I [DIAG_RPMSG_DIAG]
root            245      2       0      0 0                   0 I [DIAG_RPMSG_DIAG]
root            246      2       0      0 0                   0 I [DIAG_RPMSG_DIAG]
root            247      2       0      0 0                   0 I [DIAG_RPMSG_DIAG]
root            248      2       0      0 0                   0 I [DIAG_RPMSG_DIAG]
root            249      2       0      0 0                   0 I [DIAG_RPMSG_DIAG]
root            250      2       0      0 0                   0 I [DIAG_RPMSG_DIAG]
root            257      2       0      0 0                   0 S [irq/116-arm-smm]
root            258      2       0      0 0                   0 S [irq/121-arm-smm]
root            259      2       0      0 0                   0 S [irq/229-esd_err]
root            260      2       0      0 0                   0 S [crtc_commit:97]
root            261      2       0      0 0                   0 S [crtc_event:97]
root            262      2       0      0 0                   0 S [crtc_commit:134]
root            263      2       0      0 0                   0 S [crtc_event:134]
root            264      2       0      0 0                   0 S [pp_event]
root            265      2       0      0 0                   0 I [kgsl-workqueue]
root            266      2       0      0 0                   0 I [kgsl-mementry]
root            267      2       0      0 0                   0 S [kgsl_worker_thr]
root            268      2       0      0 0                   0 S [irq/104-arm-smm]
root            269      2       0      0 0                   0 S [irq/105-arm-smm]
root            270      2       0      0 0                   0 S [irq/106-arm-smm]
root            271      2       0      0 0                   0 S [irq/107-arm-smm]
root            272      2       0      0 0                   0 I [kgsl-events]
root            273      2       0      0 0                   0 I [kgsl_devfreq_wq]
root            274      2       0      0 0                   0 S [qseecom-unreg-l]
root            275      2       0      0 0                   0 S [qseecom-unload-]
root            276      2       0      0 0                   0 I [memory_wq]
root            277      2       0      0 0                   0 S [irq/231-ant-swi]
root            278      2       0      0 0                   0 S [irq/233-ant-div]
root            279      2       0      0 0                   0 S [irq/122-arm-smm]
root            280      2       0      0 0                   0 S [irq/123-arm-smm]
root            281      2       0      0 0                   0 S [irq/124-arm-smm]
root            282      2       0      0 0                   0 I [qcrypto_seq_res]
root            283      2       0      0 0                   0 S [irq/125-arm-smm]
root            307      2       0      0 0                   0 S [scsi_eh_0]
root            308      2       0      0 0                   0 I [scsi_tmf_0]
root            309      2       0      0 0                   0 I [ufs_pm_qos_0]
root            310      2       0      0 0                   0 I [ufs_clk_gating_]
root            311      2       0      0 0                   0 I [ufs_clkscaling_]
root            313      2       0      0 0                   0 S [irq/126-arm-smm]
root            314      2       0      0 0                   0 S [spi0]
root            315      2       0      0 0                   0 S [spi1]
root            316      2       0      0 0                   0 I [bond0]
root            322      2       0      0 0                   0 I [uether]
root            323      2       0      0 0                   0 I [k_ipa_usb]
root            326      2       0      0 0                   0 S [irq/235-NVT-ts]
root            327      2       0      0 0                   0 I [nvt_fwu_wq]
root            328      2       0      0 0                   0 I [nvt_ts_workqueu]
root            329      2       0      0 0                   0 S [irq/337-soc:fpc]
root            330      2       0      0 0                   0 S [irq/251-aw8624]
root            331      2       0      0 0                   0 I [aw8924_vibrator]
root            332      2       0      0 0                   0 S [rot_commitq_0_0]
root            333      2       0      0 0                   0 S [rot_commitq_0_1]
root            334      2       0      0 0                   0 S [rot_doneq_0_0]
root            335      2       0      0 0                   0 S [rot_doneq_0_1]
root            336      2       0      0 0                   0 S [rot_fenceq_0_0]
root            337      2       0      0 0                   0 S [rot_fenceq_0_1]
root            338      2       0      0 0                   0 S [rot_fenceq_0_2]
root            339      2       0      0 0                   0 S [rot_fenceq_0_3]
root            340      2       0      0 0                   0 S [rot_fenceq_0_4]
root            341      2       0      0 0                   0 S [rot_fenceq_0_5]
root            342      2       0      0 0                   0 S [rot_fenceq_0_6]
root            343      2       0      0 0                   0 S [rot_fenceq_0_7]
root            344      2       0      0 0                   0 S [rot_fenceq_0_8]
root            345      2       0      0 0                   0 S [rot_fenceq_0_9]
root            346      2       0      0 0                   0 S [rot_fenceq_0_10]
root            347      2       0      0 0                   0 S [rot_fenceq_0_11]
root            348      2       0      0 0                   0 S [rot_fenceq_0_12]
root            349      2       0      0 0                   0 S [rot_fenceq_0_13]
root            350      2       0      0 0                   0 S [rot_fenceq_0_14]
root            351      2       0      0 0                   0 S [rot_fenceq_0_15]
root            352      2       0      0 0                   0 S [irq/114-arm-smm]
root            353      2       0      0 0                   0 I [npu_general_wq]
root            354      2       0      0 0                   0 I [msm_vidc_worker]
root            355      2       0      0 0                   0 I [pm_workerq_venu]
root            356      2       0      0 0                   0 S [irq/127-arm-smm]
root            357      2       0      0 0                   0 S [irq/128-arm-smm]
root            358      2       0      0 0                   0 S [irq/129-arm-smm]
root            359      2       0      0 0                   0 S [irq/130-arm-smm]
root            360      2       0      0 0                   0 I [cam-cpas]
root            361      2       0      0 0                   0 I [qcom,cam_virtua]
root            362      2       0      0 0                   0 S [irq/131-arm-smm]
root            363      2       0      0 0                   0 I [qcom,cam170-cpa]
root            364      2       0      0 0                   0 S [irq/132-arm-smm]
root            365      2       0      0 0                   0 I [cam_cci_wq]
root            366      2       0      0 0                   0 I [cam_cci_wq]
root            367      2       0      0 0                   0 I [cam_cci_wq]
root            368      2       0      0 0                   0 I [cam_cci_wq]
root            369      2       0      0 0                   0 S [irq/133-arm-smm]
root            370      2       0      0 0                   0 S [irq/134-arm-smm]
root            371      2       0      0 0                   0 S [irq/135-arm-smm]
root            372      2       0      0 0                   0 S [irq/59-qcom,tem]
root            373      2       0      0 0                   0 S [irq/75-qcom,tem]
root            374      2       0      0 0                   0 S [irq/411-limits_]
root            375      2       0      0 0                   0 I [kworker/0:1H]
root            376      2       0      0 0                   0 S [irq/412-limits_]
root            377      2       0      0 0                   0 I [kworker/6:1H]
root            378      2       0      0 0                   0 S [irq/49-bcl-lvl0]
root            379      2       0      0 0                   0 S [irq/50-bcl-lvl1]
root            380      2       0      0 0                   0 S [irq/51-bcl-lvl2]
root            381      2       0      0 0                   0 S [irq/76-bcl-lvl0]
root            382      2       0      0 0                   0 S [irq/77-bcl-lvl1]
root            383      2       0      0 0                   0 S [irq/78-bcl-lvl2]
root            384      2       0      0 0                   0 I [dm_bufio_cache]
root            385      2       0      0 0                   0 S [irq/14-KRYO L3-]
root            386      2       0      0 0                   0 I [mmc_clk_gate/mm]
root            387      2       0      0 0                   0 S [mi_reclaim]
root            389      2       0      0 0                   0 I [mmc_clk_gate/mm]
root            390      2       0      0 0                   0 S [irq/31-8804000.]
root            391      2       0      0 0                   0 S [irq/29-mmc0]
root            392      2       0      0 0                   0 S [irq/313-8804000]
root            393      2       0      0 0                   0 S [irq/136-arm-smm]
root            394      2       0      0 0                   0 I [uaudio_svc]
root            395      2       0      0 0                   0 I [ipv6_addrconf]
root            396      2       0      0 0                   0 S [irq/21-smp2p]
root            406      2       0      0 0                   0 S [irq/434-qg-vbat]
root            407      2       0      0 0                   0 S [irq/435-qg-vbat]
root            408      2       0      0 0                   0 S [irq/436-qg-fifo]
root            409      2       0      0 0                   0 S [irq/437-qg-good]
root            419      2       0      0 0                   0 S [mmcqd/0]
root            421      2       0      0 0                   0 S [irq/438-chgr-er]
root            422      2       0      0 0                   0 S [irq/439-chg-sta]
root            423      2       0      0 0                   0 S [irq/446-otg-fai]
root            424      2       0      0 0                   0 S [irq/450-high-du]
root            425      2       0      0 0                   0 S [irq/451-input-c]
root            426      2       0      0 0                   0 S [irq/453-switche]
root            427      2       0      0 0                   0 S [irq/454-bat-tem]
root            428      2       0      0 0                   0 S [irq/455-bat-ov]
root            429      2       0      0 0                   0 S [irq/456-bat-low]
root            430      2       0      0 0                   0 S [irq/457-bat-the]
root            431      2       0      0 0                   0 S [irq/458-bat-ter]
root            432      2       0      0 0                   0 S [irq/461-usbin-c]
root            433      2       0      0 0                   0 S [irq/462-usbin-v]
root            434      2       0      0 0                   0 S [irq/463-usbin-u]
root            435      2       0      0 0                   0 S [irq/464-usbin-o]
root            436      2       0      0 0                   0 S [irq/465-usbin-p]
root            437      2       0      0 0                   0 S [irq/467-usbin-s]
root            438      2       0      0 0                   0 S [irq/468-usbin-i]
root            439      2       0      0 0                   0 S [irq/470-dcin-uv]
root            440      2       0      0 0                   0 S [irq/471-dcin-ov]
root            441      2       0      0 0                   0 S [irq/472-dcin-pl]
root            442      2       0      0 0                   0 S [irq/474-dcin-po]
root            443      2       0      0 0                   0 S [irq/475-dcin-en]
root            444      2       0      0 0                   0 S [irq/476-typec-o]
root            445      2       0      0 0                   0 S [irq/478-typec-c]
root            446      2       0      0 0                   0 S [irq/479-typec-v]
root            447      2       0      0 0                   0 S [irq/481-typec-a]
root            448      2       0      0 0                   0 S [irq/482-typec-l]
root            449      2       0      0 0                   0 S [irq/484-wdog-sn]
root            450      2       0      0 0                   0 S [irq/485-wdog-ba]
root            451      2       0      0 0                   0 S [irq/487-aicl-do]
root            452      2       0      0 0                   0 S [irq/488-smb-en]
root            453      2       0      0 0                   0 S [irq/490-temp-ch]
root            454      2       0      0 0                   0 S [irq/492-sdam-st]
root            455      2       0      0 0                   0 S [irq/41-thr-int-]
root            456      2       0      0 0                   0 S [irq/80-thr-int-]
root            463      2       0      0 0                   0 S [irq/35-sig-tx]
root            464      2       0      0 0                   0 S [irq/36-sig-rx]
root            465      2       0      0 0                   0 S [irq/380-pwr_eve]
root            466      2       0      0 0                   0 S [irq/379-dp_hs_p]
root            467      2       0      0 0                   0 S [irq/382-dm_hs_p]
root            468      2       0      0 0                   0 S [irq/381-ss_phy_]
root            469      2       0      0 0                   0 S [irq/137-arm-smm]
root            470      2       0      0 0                   0 I [usb_bam_wq]
root            471      2       0      0 0                   0 S [core_ctl/0]
root            472      2       0      0 0                   0 S [core_ctl/6]
root            478      2       0      0 0                   0 I [rq_stats]
root            479      2       0      0 0                   0 S [msm_perf:events]
root            481      2       0      0 0                   0 S [irq/138-arm-smm]
root            482      2       0      0 0                   0 S [irq/139-arm-smm]
root            483      2       0      0 0                   0 S [irq/140-arm-smm]
root            484      2       0      0 0                   0 S [irq/141-arm-smm]
root            485      2       0      0 0                   0 S [irq/142-arm-smm]
root            486      2       0      0 0                   0 S [irq/143-arm-smm]
root            487      2       0      0 0                   0 S [irq/144-arm-smm]
root            488      2       0      0 0                   0 S [irq/145-arm-smm]
root            489      2       0      0 0                   0 S [irq/146-arm-smm]
root            490      2       0      0 0                   0 S [irq/147-arm-smm]
root            491      2       0      0 0                   0 S [irq/148-arm-smm]
root            492      2       0      0 0                   0 S [irq/149-arm-smm]
root            493      2       0      0 0                   0 I [sb-1]
root            494      2       0      0 0                   0 S [ngd_rx_thread1]
root            495      2       0      0 0                   0 S [ngd_notify_sl1]
root            496      2       0      0 0                   0 S [irq/98-qpnp_fla]
root            497      2       0      0 0                   0 S [irq/97-qpnp_fla]
root            498      2       0      0 0                   0 S [irq/96-qpnp_fla]
root            502      2       0      0 0                   0 I [kworker/7:1H]
root            503      2       0      0 0                   0 S [jbd2/sda12-8]
root            504      2       0      0 0                   0 I [ext4-rsv-conver]
root            505      2       0      0 0                   0 I [kdmflush]
root            506      2       0      0 0                   0 I [bioset]
root            507      2       0      0 0                   0 I [kdmflush]
root            508      2       0      0 0                   0 I [bioset]
root            509      2       0      0 0                   0 I [kdmflush]
root            510      2       0      0 0                   0 I [bioset]
root            511      2       0      0 0                   0 I [kdmflush]
root            512      2       0      0 0                   0 I [bioset]
root            513      2       0      0 0                   0 I [kdmflush]
root            514      2       0      0 0                   0 I [bioset]
root            515      2       0      0 0                   0 I [kverityd]
root            516      2       0      0 0                   0 I [bioset]
root            517      2       0      0 0                   0 I [bioset]
root            518      2       0      0 0                   0 I [bioset]
root            520      2       0      0 0                   0 I [ext4-rsv-conver]
root            523      2       0      0 0                   0 I [kdmflush]
root            524      2       0      0 0                   0 I [bioset]
root            525      2       0      0 0                   0 I [kverityd]
root            526      2       0      0 0                   0 I [bioset]
root            527      2       0      0 0                   0 I [bioset]
root            528      2       0      0 0                   0 I [bioset]
root            529      2       0      0 0                   0 I [ext4-rsv-conver]
root            530      2       0      0 0                   0 I [kdmflush]
root            531      2       0      0 0                   0 I [bioset]
root            532      2       0      0 0                   0 I [kverityd]
root            533      2       0      0 0                   0 I [bioset]
root            534      2       0      0 0                   0 I [bioset]
root            535      2       0      0 0                   0 I [bioset]
root            536      2       0      0 0                   0 I [ext4-rsv-conver]
root            537      2       0      0 0                   0 I [kdmflush]
root            538      2       0      0 0                   0 I [bioset]
root            539      2       0      0 0                   0 I [kverityd]
root            540      2       0      0 0                   0 I [bioset]
root            541      2       0      0 0                   0 I [bioset]
root            542      2       0      0 0                   0 I [bioset]
root            543      2       0      0 0                   0 I [ext4-rsv-conver]
root            545      2       0      0 0                   0 I [kworker/2:1H]
root            546      2       0      0 0                   0 I [kworker/3:1H]
root            547      2       0      0 0                   0 S [kworker/u16:17]
root            549      1 2136348   2428 0                   0 S init
root            551      1 2144156   2932 0                   0 S ueventd
root            561      2       0      0 0                   0 S [loop0]
root            563      2       0      0 0                   0 I [kworker/4:1H]
root            564      2       0      0 0                   0 I [ext4-rsv-conver]
root            565      2       0      0 0                   0 S [loop1]
root            566      2       0      0 0                   0 I [ext4-rsv-conver]
root            567      2       0      0 0                   0 S [loop2]
root            568      2       0      0 0                   0 I [ext4-rsv-conver]
root            569      2       0      0 0                   0 S [loop3]
root            570      2       0      0 0                   0 I [ext4-rsv-conver]
root            571      2       0      0 0                   0 S [loop4]
root            572      2       0      0 0                   0 I [ext4-rsv-conver]
root            573      2       0      0 0                   0 S [loop5]
root            574      2       0      0 0                   0 I [ext4-rsv-conver]
root            583      2       0      0 0                   0 I [apr_driver]
logd            591      1 2285852  15464 0                   0 S logd
lmkd            592      1 2161848   4532 0                   0 S lmkd
system          593      1 2134788   3720 0                   0 S servicemanager
system          594      1 2139996   3936 0                   0 S hwservicemanager
system          595      1 2134716   2280 0                   0 S vndservicemanager
system          604      1 2136452   2652 0                   0 S android.hardware.keymaster@4.0-service-qti
system          605      1 2307580   2056 0                   0 S qseecomd
system          607      1 2162676   2236 0                   0 S vendor.qti.hardware.qseecom@1.0-service
root            624      1 2301624   3276 0                   0 S vold
root            634      2       0      0 0                   0 S [psimon]
root            636      2       0      0 0                   0 S [jbd2/sda13-8]
root            637      2       0      0 0                   0 I [ext4-rsv-conver]
root            641      2       0      0 0                   0 S [jbd2/sde9-8]
root            642      2       0      0 0                   0 I [ext4-rsv-conver]
root            651      2       0      0 0                   0 S [jbd2/sda2-8]
root            652      2       0      0 0                   0 I [ext4-rsv-conver]
root            653      1 2253784   3408 0                   0 S mqsasd
root            654      2       0      0 0                   0 S [jbd2/sda7-8]
root            655      2       0      0 0                   0 I [ext4-rsv-conver]
root            661      2       0      0 0                   0 S [irq/150-arm-smm]
root            662      2       0      0 0                   0 S [irq/151-arm-smm]
root            663      2       0      0 0                   0 S [irq/152-arm-smm]
root            666      2       0      0 0                   0 I [ipa_interrupt_w]
root            667      2       0      0 0                   0 I [ipawq36]
root            668      2       0      0 0                   0 I [iparepwq36]
root            669      2       0      0 0                   0 I [ipawq33]
root            670      2       0      0 0                   0 I [iparepwq33]
root            671      2       0      0 0                   0 I [ipawq32]
root            672      2       0      0 0                   0 I [iparepwq32]
root            673      2       0      0 0                   0 I [clnt_req]
system          675      1 2215376   4000 0                   0 S android.system.suspend@1.0-service
system          676      1 2134448   2416 0                   0 S android.hardware.atrace@1.0-service
system          677      1 2134996   2284 0                   0 S android.hardware.gatekeeper@1.0-service-qti
system          678      1 2134192   2152 0                   0 S vendor.qti.hardware.cryptfshw@1.0-service-qti
system          679      1 2178876   2168 0                   0 S sscrpcd
root            691      2       0      0 0                   0 S [f2fs_flush-259:]
root            692      2       0      0 0                   0 S [f2fs_discard-25]
root            693      2       0      0 0                   0 S [f2fs_gc-259:2]
root            705      2       0      0 0                   0 S [loop6]
root            706      2       0      0 0                   0 I [kdmflush]
root            707      2       0      0 0                   0 I [bioset]
root            708      2       0      0 0                   0 I [kverityd]
root            709      2       0      0 0                   0 I [bioset]
root            710      2       0      0 0                   0 I [ext4-rsv-conver]
root            711      2       0      0 0                   0 S [loop7]
root            712      2       0      0 0                   0 I [kdmflush]
root            713      2       0      0 0                   0 I [bioset]
root            714      2       0      0 0                   0 I [kverityd]
root            715      2       0      0 0                   0 I [bioset]
root            716      2       0      0 0                   0 I [ext4-rsv-conver]
root            717      2       0      0 0                   0 S [loop8]
root            718      2       0      0 0                   0 I [kdmflush]
root            719      2       0      0 0                   0 I [bioset]
root            720      2       0      0 0                   0 I [kverityd]
root            721      2       0      0 0                   0 I [bioset]
root            722      2       0      0 0                   0 I [ext4-rsv-conver]
root            723      2       0      0 0                   0 S [loop9]
root            724      2       0      0 0                   0 I [kdmflush]
root            725      2       0      0 0                   0 I [bioset]
root            726      2       0      0 0                   0 I [kverityd]
root            727      2       0      0 0                   0 I [bioset]
root            728      2       0      0 0                   0 I [ext4-rsv-conver]
root            729      2       0      0 0                   0 S [loop10]
root            730      2       0      0 0                   0 I [kdmflush]
root            731      2       0      0 0                   0 I [bioset]
root            732      2       0      0 0                   0 I [kverityd]
root            733      2       0      0 0                   0 I [bioset]
root            734      2       0      0 0                   0 I [ext4-rsv-conver]
root            735      2       0      0 0                   0 S [loop11]
root            736      2       0      0 0                   0 I [kdmflush]
root            737      2       0      0 0                   0 I [bioset]
root            738      2       0      0 0                   0 I [kverityd]
root            739      2       0      0 0                   0 I [bioset]
root            740      2       0      0 0                   0 I [ext4-rsv-conver]
root            741      2       0      0 0                   0 S [loop12]
root            742      2       0      0 0                   0 I [kdmflush]
root            743      2       0      0 0                   0 I [bioset]
root            744      2       0      0 0                   0 I [kverityd]
root            745      2       0      0 0                   0 I [bioset]
root            746      2       0      0 0                   0 I [ext4-rsv-conver]
root            747      2       0      0 0                   0 S [loop13]
root            748      2       0      0 0                   0 I [kdmflush]
root            749      2       0      0 0                   0 I [bioset]
root            750      2       0      0 0                   0 I [kverityd]
root            751      2       0      0 0                   0 I [bioset]
root            752      2       0      0 0                   0 I [ext4-rsv-conver]
root            753      2       0      0 0                   0 S [loop14]
root            754      2       0      0 0                   0 I [kdmflush]
root            755      2       0      0 0                   0 I [bioset]
root            756      2       0      0 0                   0 I [kverityd]
root            757      2       0      0 0                   0 I [bioset]
root            758      2       0      0 0                   0 I [ext4-rsv-conver]
root            759      2       0      0 0                   0 S [loop15]
root            760      2       0      0 0                   0 I [kdmflush]
root            761      2       0      0 0                   0 I [bioset]
root            762      2       0      0 0                   0 I [kverityd]
root            763      2       0      0 0                   0 I [bioset]
root            764      2       0      0 0                   0 I [ext4-rsv-conver]
root            765      2       0      0 0                   0 S [loop16]
root            766      2       0      0 0                   0 I [kdmflush]
root            767      2       0      0 0                   0 I [bioset]
root            768      2       0      0 0                   0 I [kverityd]
root            769      2       0      0 0                   0 I [bioset]
root            770      2       0      0 0                   0 I [ext4-rsv-conver]
root            771      2       0      0 0                   0 S [loop17]
root            772      2       0      0 0                   0 I [kdmflush]
root            773      2       0      0 0                   0 I [bioset]
root            774      2       0      0 0                   0 I [kverityd]
root            775      2       0      0 0                   0 I [bioset]
root            776      2       0      0 0                   0 I [ext4-rsv-conver]
root            777      2       0      0 0                   0 S [loop18]
root            778      2       0      0 0                   0 I [kdmflush]
root            779      2       0      0 0                   0 I [bioset]
root            780      2       0      0 0                   0 I [kverityd]
root            781      2       0      0 0                   0 I [bioset]
root            782      2       0      0 0                   0 I [ext4-rsv-conver]
root            783      2       0      0 0                   0 S [loop19]
root            784      2       0      0 0                   0 I [ext4-rsv-conver]
root            785      2       0      0 0                   0 S [loop20]
root            786      2       0      0 0                   0 I [ext4-rsv-conver]
root            787      2       0      0 0                   0 S [loop21]
root            788      2       0      0 0                   0 I [ext4-rsv-conver]
root            789      2       0      0 0                   0 S [loop22]
root            790      2       0      0 0                   0 I [ext4-rsv-conver]
root            791      2       0      0 0                   0 S [loop23]
root            792      2       0      0 0                   0 I [ext4-rsv-conver]
root            793      2       0      0 0                   0 S [loop24]
root            794      2       0      0 0                   0 I [ext4-rsv-conver]
